Order_ID,Order_Date,Year,Month,City,Restaurant_Name,Category,Customer_ID,Quantity,Sales_Amount,Discount,Delivery_Fee,Cost_Amount,Profit,Payment_Mode,Order_Status
ZM101399,2026-05-24,2026,May,Pune,BBQ Nation,Biryani,C2399,2,2245,165,74,1752,402,Card,Delivered
ZM101400,2021-04-11,2021,April,Pune,Pizza Hub,Chinese,C2400,1,961,122,71,652,258,Card,Delivered
ZM101401,2024-07-30,2024,July,Kolkata,Chinese Wok,BBQ,C2401,5,1031,75,80,721,315,Cash,Delivered
ZM101402,2023-12-03,2023,December,Mumbai,Biryani House,Biryani,C2402,5,1996,114,27,1621,288,Cash,Cancelled
ZM101403,2025-02-06,2025,February,Hyderabad,Biryani House,Chinese,C2403,3,876,82,58,649,203,UPI,Delivered
ZM101404,2023-11-27,2023,November,Chennai,Biryani House,Burger,C2404,3,534,9,86,410,201,Card,Delivered
ZM101405,2025-02-20,2025,February,Mumbai,South Spice,Pizza,C2405,2,686,9,40,570,147,UPI,Delivered
ZM101406,2020-05-30,2020,May,Chennai,Chinese Wok,Biryani,C2406,2,1438,131,86,1028,365,Cash,Delivered
ZM101407,2025-11-14,2025,November,Chennai,Chinese Wok,Chinese,C2407,3,1798,64,58,1085,707,Card,Delivered
ZM101408,2023-05-28,2023,May,Kolkata,South Spice,Biryani,C2408,4,1691,165,78,1389,215,Card,Delivered
ZM101409,2022-11-30,2022,November,Bangalore,Pizza Hub,South Indian,C2409,1,520,117,98,333,168,UPI,Cancelled
ZM101410,2024-04-17,2024,April,Bangalore,BBQ Nation,South Indian,C2410,5,1719,126,93,1224,462,Card,Cancelled
ZM101411,2023-03-14,2023,March,Kolkata,Pizza Hub,Pizza,C2411,1,547,124,41,334,130,UPI,Delivered
ZM101412,2020-05-28,2020,May,Mumbai,Burger Point,Pizza,C2412,2,418,112,51,288,69,Card,Delivered
ZM101413,2020-10-16,2020,October,Hyderabad,BBQ Nation,Chinese,C2413,4,538,8,90,340,280,Cash,Delivered
ZM101414,2023-05-15,2023,May,Mumbai,BBQ Nation,Biryani,C2414,1,2206,35,22,1632,561,UPI,Delivered
ZM101415,2025-03-11,2025,March,Hyderabad,Chinese Wok,Rolls,C2415,4,1365,45,34,979,375,UPI,Delivered
ZM101416,2024-09-10,2024,September,Kolkata,Roll Factory,Burger,C2416,4,1111,151,25,764,221,Cash,Delivered
ZM101417,2021-08-01,2021,August,Hyderabad,Pizza Hub,Biryani,C2417,3,586,155,93,483,41,Cash,Delivered
ZM101418,2025-12-27,2025,December,Delhi,South Spice,Chinese,C2418,1,1236,151,63,866,282,UPI,Delivered
ZM101419,2024-10-05,2024,October,Delhi,Roll Factory,Biryani,C2419,3,1283,178,40,1054,91,UPI,Cancelled
ZM101420,2021-01-24,2021,January,Pune,BBQ Nation,Chinese,C2420,1,1554,2,61,1196,417,UPI,Delivered
ZM101421,2025-11-07,2025,November,Pune,Roll Factory,South Indian,C2421,2,1310,69,42,824,459,Cash,Cancelled
ZM101422,2026-06-10,2026,June,Bangalore,South Spice,Chinese,C2422,2,1328,171,41,1056,142,Cash,Cancelled
ZM101423,2020-02-16,2020,February,Kolkata,South Spice,Pizza,C2423,2,2010,47,98,1295,766,UPI,Cancelled
ZM101424,2022-10-05,2022,October,Pune,Roll Factory,Rolls,C2424,4,1333,171,86,1053,195,Cash,Delivered
ZM101425,2024-01-26,2024,January,Chennai,Roll Factory,Pizza,C2425,2,470,64,74,392,88,Card,Cancelled
ZM101426,2024-03-12,2024,March,Hyderabad,BBQ Nation,Biryani,C2426,3,1853,143,92,1126,676,UPI,Delivered
ZM101427,2026-04-12,2026,April,Pune,BBQ Nation,Biryani,C2427,2,2399,135,67,1839,492,Card,Delivered
ZM101428,2021-09-11,2021,September,Delhi,Burger Point,South Indian,C2428,4,1103,128,89,818,246,Card,Cancelled
ZM101429,2021-11-17,2021,November,Bangalore,Roll Factory,Pizza,C2429,2,539,155,96,433,47,Card,Delivered
ZM101430,2020-01-31,2020,January,Delhi,Chinese Wok,Chinese,C2430,3,639,92,47,444,150,Card,Delivered
ZM101431,2025-07-31,2025,July,Delhi,Pizza Hub,Rolls,C2431,5,903,150,46,554,245,Cash,Delivered
ZM101432,2023-04-27,2023,April,Kolkata,Roll Factory,Pizza,C2432,2,1601,89,25,1239,298,UPI,Cancelled
ZM101433,2021-02-06,2021,February,Delhi,Burger Point,South Indian,C2433,5,2001,90,68,1529,450,Cash,Delivered
ZM101434,2022-01-20,2022,January,Delhi,Biryani House,Chinese,C2434,5,413,81,25,271,86,Cash,Cancelled
ZM101435,2022-09-13,2022,September,Hyderabad,Roll Factory,Rolls,C2435,5,452,37,62,379,98,Card,Delivered
ZM101436,2020-10-31,2020,October,Delhi,Biryani House,Biryani,C2436,3,2480,38,90,2046,486,Cash,Delivered
ZM101437,2022-11-19,2022,November,Kolkata,Chinese Wok,BBQ,C2437,3,2104,18,78,1492,672,Cash,Delivered
ZM101438,2024-06-24,2024,June,Kolkata,BBQ Nation,Burger,C2438,5,2369,143,63,1814,475,UPI,Delivered
ZM101439,2023-08-07,2023,August,Chennai,Burger Point,Rolls,C2439,4,2218,6,81,1369,924,Card,Delivered
ZM101440,2020-10-14,2020,October,Kolkata,Chinese Wok,Rolls,C2440,2,1793,166,39,1229,437,Cash,Delivered
ZM101441,2026-03-10,2026,March,Kolkata,Biryani House,Biryani,C2441,2,2108,42,42,1398,710,UPI,Delivered
ZM101442,2025-05-14,2025,May,Chennai,Burger Point,Rolls,C2442,1,1355,77,51,826,503,UPI,Delivered
ZM101443,2024-05-03,2024,May,Kolkata,South Spice,Pizza,C2443,4,1414,173,40,1132,149,Cash,Cancelled
ZM101444,2020-12-26,2020,December,Delhi,Burger Point,Biryani,C2444,2,1258,112,71,897,320,Card,Delivered
ZM101445,2026-04-08,2026,April,Hyderabad,Burger Point,Biryani,C2445,5,903,100,53,685,171,Card,Delivered
ZM101446,2020-10-28,2020,October,Bangalore,Biryani House,Chinese,C2446,3,2245,111,48,1865,317,Card,Delivered
ZM101447,2025-05-07,2025,May,Chennai,Pizza Hub,Chinese,C2447,3,217,94,78,152,49,Card,Cancelled
ZM101448,2025-08-21,2025,August,Mumbai,Roll Factory,Biryani,C2448,3,411,178,20,258,-5,UPI,Delivered
ZM101449,2023-08-26,2023,August,Hyderabad,Chinese Wok,Chinese,C2449,5,2040,3,83,1430,690,Cash,Delivered
ZM101450,2024-02-07,2024,February,Pune,Burger Point,BBQ,C2450,2,433,81,23,341,34,Cash,Delivered
ZM101451,2020-02-07,2020,February,Chennai,Pizza Hub,Rolls,C2451,1,1685,175,84,1158,436,Card,Delivered
ZM101452,2022-03-15,2022,March,Delhi,Chinese Wok,Chinese,C2452,2,1875,48,33,1473,387,Card,Cancelled
ZM101453,2026-05-09,2026,May,Delhi,Chinese Wok,Biryani,C2453,2,2009,21,77,1347,718,Card,Delivered
ZM101454,2024-05-20,2024,May,Kolkata,BBQ Nation,Pizza,C2454,3,2044,94,41,1550,441,Cash,Delivered
ZM101455,2026-01-04,2026,January,Chennai,Biryani House,Rolls,C2455,5,751,120,58,535,154,Cash,Cancelled
ZM101456,2025-09-15,2025,September,Chennai,Roll Factory,Pizza,C2456,2,1484,72,26,1204,234,Card,Cancelled
ZM101457,2025-10-26,2025,October,Bangalore,Burger Point,Burger,C2457,1,2440,144,43,1880,459,Card,Cancelled
ZM101458,2026-04-25,2026,April,Pune,Pizza Hub,South Indian,C2458,5,1745,32,65,1241,537,Cash,Cancelled
ZM101459,2022-05-14,2022,May,Chennai,Biryani House,Biryani,C2459,5,1925,59,60,1626,300,UPI,Delivered
ZM101460,2021-03-23,2021,March,Hyderabad,South Spice,Pizza,C2460,2,2109,36,83,1421,735,Cash,Delivered
ZM101461,2026-03-06,2026,March,Kolkata,BBQ Nation,Biryani,C2461,3,2058,78,69,1324,725,UPI,Cancelled
ZM101462,2023-06-09,2023,June,Chennai,South Spice,BBQ,C2462,4,2439,147,47,1650,689,UPI,Cancelled
ZM101463,2026-05-20,2026,May,Delhi,BBQ Nation,Pizza,C2463,1,848,155,36,653,76,Card,Cancelled
ZM101464,2025-12-03,2025,December,Chennai,Chinese Wok,South Indian,C2464,3,1476,168,98,1084,322,UPI,Delivered
ZM101465,2020-06-04,2020,June,Pune,South Spice,Burger,C2465,5,664,14,55,462,243,Cash,Cancelled
ZM101466,2025-07-11,2025,July,Chennai,South Spice,South Indian,C2466,2,507,137,64,423,11,Cash,Delivered
ZM101467,2024-04-05,2024,April,Bangalore,Pizza Hub,Rolls,C2467,3,1361,75,49,834,501,Card,Cancelled
ZM101468,2024-04-05,2024,April,Pune,Roll Factory,Pizza,C2468,1,696,106,34,476,148,Card,Delivered
ZM101469,2021-11-03,2021,November,Chennai,Pizza Hub,Rolls,C2469,2,1200,166,42,732,344,Cash,Delivered
ZM101470,2022-07-13,2022,July,Delhi,Biryani House,Pizza,C2470,4,1198,70,55,958,225,Cash,Delivered
ZM101471,2021-06-11,2021,June,Kolkata,Biryani House,Biryani,C2471,2,2041,192,81,1281,649,Card,Cancelled
ZM101472,2025-05-18,2025,May,Kolkata,Chinese Wok,BBQ,C2472,2,2244,178,23,1708,381,Card,Delivered
ZM101473,2022-08-27,2022,August,Mumbai,Roll Factory,Pizza,C2473,2,633,152,99,386,194,UPI,Delivered
ZM101474,2023-04-21,2023,April,Delhi,Pizza Hub,BBQ,C2474,1,2491,13,74,1821,731,UPI,Cancelled
ZM101475,2020-03-12,2020,March,Kolkata,Roll Factory,Rolls,C2475,5,1920,104,38,1210,644,Cash,Delivered
ZM101476,2020-02-11,2020,February,Chennai,BBQ Nation,BBQ,C2476,3,1662,14,66,1310,404,UPI,Cancelled
ZM101477,2023-05-19,2023,May,Mumbai,Roll Factory,Rolls,C2477,4,2026,184,48,1680,210,Cash,Cancelled
ZM101478,2024-04-14,2024,April,Delhi,Chinese Wok,Burger,C2478,2,2316,162,71,1583,642,UPI,Delivered
ZM101479,2023-10-20,2023,October,Chennai,Pizza Hub,Biryani,C2479,1,1804,115,83,1441,331,Card,Delivered
ZM101480,2020-11-21,2020,November,Chennai,Burger Point,South Indian,C2480,5,215,110,92,180,17,Cash,Delivered
ZM101481,2023-05-05,2023,May,Hyderabad,Roll Factory,Chinese,C2481,3,797,30,22,495,294,Card,Delivered
ZM101482,2024-09-21,2024,September,Kolkata,Pizza Hub,BBQ,C2482,1,2333,166,83,1578,672,Cash,Cancelled
ZM101483,2023-03-30,2023,March,Delhi,Pizza Hub,BBQ,C2483,1,863,94,77,542,304,Card,Cancelled
ZM101484,2024-08-26,2024,August,Hyderabad,Roll Factory,Biryani,C2484,4,1241,135,99,966,239,Card,Delivered
ZM101485,2024-03-08,2024,March,Pune,BBQ Nation,Burger,C2485,4,1153,80,20,976,117,Card,Cancelled
ZM101486,2025-10-22,2025,October,Pune,South Spice,BBQ,C2486,2,672,113,76,463,172,Card,Delivered
ZM101487,2025-06-10,2025,June,Bangalore,BBQ Nation,Chinese,C2487,5,761,28,29,543,219,Cash,Delivered
ZM101488,2022-04-07,2022,April,Pune,Burger Point,Chinese,C2488,3,2160,173,64,1319,732,UPI,Delivered
ZM101489,2024-12-10,2024,December,Chennai,Pizza Hub,Rolls,C2489,1,2452,0,76,2026,502,Card,Delivered
ZM101490,2026-02-12,2026,February,Kolkata,Biryani House,Rolls,C2490,1,1065,39,85,875,236,UPI,Delivered
ZM101491,2025-08-04,2025,August,Kolkata,Roll Factory,Chinese,C2491,1,557,121,63,435,64,Card,Delivered
ZM101492,2022-02-22,2022,February,Mumbai,BBQ Nation,Burger,C2492,5,1182,102,48,846,282,Cash,Delivered
ZM101493,2025-02-19,2025,February,Kolkata,BBQ Nation,BBQ,C2493,4,1898,112,90,1189,687,Card,Delivered
ZM101494,2025-04-16,2025,April,Chennai,Chinese Wok,Burger,C2494,4,1867,55,42,1239,615,UPI,Cancelled
ZM101495,2026-01-18,2026,January,Delhi,South Spice,South Indian,C2495,3,916,96,74,580,314,Card,Delivered
ZM101496,2025-06-16,2025,June,Hyderabad,BBQ Nation,Burger,C2496,4,2009,180,82,1302,609,Card,Delivered
ZM101497,2026-04-28,2026,April,Chennai,South Spice,Burger,C2497,3,361,190,72,279,-36,UPI,Delivered
ZM101498,2023-02-13,2023,February,Hyderabad,Chinese Wok,Burger,C2498,5,736,183,96,495,154,UPI,Delivered
ZM101499,2022-04-30,2022,April,Chennai,BBQ Nation,BBQ,C2499,4,1480,167,40,890,463,UPI,Cancelled
ZM101500,2022-03-23,2022,March,Chennai,Roll Factory,BBQ,C2500,4,2184,96,90,1821,357,Cash,Delivered
ZM101501,2022-12-25,2022,December,Delhi,Burger Point,Burger,C2501,1,2187,108,42,1373,748,Cash,Delivered
ZM101502,2021-08-14,2021,August,Bangalore,Burger Point,South Indian,C2502,3,1368,17,46,824,573,Cash,Delivered
ZM101503,2021-05-08,2021,May,Mumbai,South Spice,Pizza,C2503,2,1690,135,29,1096,488,Card,Cancelled
ZM101504,2022-06-23,2022,June,Mumbai,Chinese Wok,Rolls,C2504,1,819,184,43,641,37,UPI,Delivered
ZM101505,2022-01-22,2022,January,Hyderabad,Biryani House,Chinese,C2505,1,1579,13,38,1019,585,Cash,Delivered
ZM101506,2020-04-15,2020,April,Mumbai,Roll Factory,BBQ,C2506,2,2209,124,87,1756,416,Card,Cancelled
ZM101507,2023-01-21,2023,January,Delhi,Chinese Wok,Burger,C2507,4,1133,62,48,885,234,Card,Delivered
ZM101508,2023-07-26,2023,July,Bangalore,South Spice,BBQ,C2508,4,891,7,74,649,309,UPI,Cancelled
ZM101509,2026-06-13,2026,June,Delhi,BBQ Nation,Pizza,C2509,3,1771,111,74,1424,310,Cash,Delivered
ZM101510,2025-07-15,2025,July,Kolkata,Roll Factory,Pizza,C2510,2,741,145,37,614,19,Cash,Delivered
ZM101511,2020-07-15,2020,July,Chennai,Biryani House,Rolls,C2511,1,2293,17,32,1474,834,Cash,Delivered
ZM101512,2021-09-24,2021,September,Kolkata,BBQ Nation,BBQ,C2512,3,1307,14,25,886,432,UPI,Delivered
ZM101513,2024-09-11,2024,September,Hyderabad,Roll Factory,Rolls,C2513,2,212,23,59,157,91,UPI,Delivered
ZM101514,2020-09-13,2020,September,Hyderabad,Chinese Wok,BBQ,C2514,1,649,125,51,541,34,UPI,Delivered
ZM101515,2022-07-05,2022,July,Chennai,Chinese Wok,Biryani,C2515,2,347,143,86,249,41,Cash,Cancelled
ZM101516,2021-03-18,2021,March,Mumbai,Chinese Wok,South Indian,C2516,1,598,127,71,432,110,Cash,Delivered
ZM101517,2021-05-21,2021,May,Chennai,Pizza Hub,Burger,C2517,1,360,32,23,255,96,UPI,Cancelled
ZM101518,2024-01-26,2024,January,Mumbai,South Spice,Burger,C2518,3,1376,54,28,941,409,Cash,Cancelled
ZM101519,2022-02-19,2022,February,Mumbai,Chinese Wok,Rolls,C2519,5,1907,38,38,1504,403,Cash,Delivered
ZM101520,2021-01-10,2021,January,Chennai,Chinese Wok,Burger,C2520,4,860,74,67,648,205,Cash,Delivered
ZM101521,2025-01-28,2025,January,Mumbai,Roll Factory,Rolls,C2521,4,453,188,72,282,55,UPI,Delivered
ZM101522,2021-03-15,2021,March,Pune,Burger Point,South Indian,C2522,2,234,159,43,149,-31,Card,Delivered
ZM101523,2023-10-20,2023,October,Bangalore,South Spice,South Indian,C2523,2,1589,25,95,1004,655,Card,Cancelled
ZM101524,2020-04-12,2020,April,Delhi,Roll Factory,Pizza,C2524,1,1647,186,96,1122,435,UPI,Delivered
ZM101525,2024-08-06,2024,August,Delhi,Pizza Hub,Chinese,C2525,3,1788,161,22,1451,198,UPI,Cancelled
ZM101526,2024-12-27,2024,December,Kolkata,Biryani House,Chinese,C2526,2,659,90,88,534,123,Cash,Cancelled
ZM101527,2023-05-21,2023,May,Bangalore,Biryani House,Pizza,C2527,4,1574,107,68,1119,416,Card,Delivered
ZM101528,2020-06-27,2020,June,Delhi,Chinese Wok,South Indian,C2528,3,1368,107,85,973,373,UPI,Delivered
ZM101529,2023-06-30,2023,June,Pune,Burger Point,South Indian,C2529,4,1469,84,80,1097,368,UPI,Delivered
ZM101530,2020-07-06,2020,July,Delhi,Roll Factory,BBQ,C2530,4,1868,138,34,1569,195,Card,Cancelled
ZM101531,2023-09-05,2023,September,Bangalore,BBQ Nation,Pizza,C2531,2,1120,155,58,862,161,Cash,Cancelled
ZM101532,2021-01-11,2021,January,Delhi,Burger Point,Biryani,C2532,1,1974,105,88,1575,382,Card,Delivered
ZM101533,2023-05-15,2023,May,Kolkata,Burger Point,South Indian,C2533,2,2295,136,20,1735,444,Card,Delivered
ZM101534,2020-10-20,2020,October,Pune,Chinese Wok,Pizza,C2534,2,1239,126,94,901,306,Cash,Delivered
ZM101535,2021-09-17,2021,September,Hyderabad,Roll Factory,Burger,C2535,1,1477,128,63,1087,325,Cash,Delivered
ZM101536,2025-11-13,2025,November,Hyderabad,Burger Point,Rolls,C2536,2,1870,33,51,1289,599,Cash,Delivered
ZM101537,2021-07-08,2021,July,Kolkata,Pizza Hub,Burger,C2537,4,1719,2,93,1100,710,Cash,Delivered
ZM101538,2025-12-25,2025,December,Chennai,Burger Point,Rolls,C2538,4,1141,74,79,809,337,Card,Delivered
ZM101539,2021-03-28,2021,March,Hyderabad,Pizza Hub,Rolls,C2539,3,1338,50,37,1028,297,Cash,Delivered
ZM101540,2022-04-29,2022,April,Hyderabad,BBQ Nation,Chinese,C2540,5,2077,114,58,1743,278,Card,Delivered
ZM101541,2023-09-14,2023,September,Pune,Pizza Hub,Pizza,C2541,5,1263,181,26,932,176,Cash,Delivered
ZM101542,2025-11-09,2025,November,Delhi,Biryani House,Rolls,C2542,3,1384,148,93,917,412,Card,Delivered
ZM101543,2025-07-29,2025,July,Bangalore,Burger Point,Pizza,C2543,2,1598,34,72,1033,603,UPI,Cancelled
ZM101544,2020-08-10,2020,August,Chennai,Burger Point,BBQ,C2544,5,729,187,37,615,-36,Card,Cancelled
ZM101545,2021-07-27,2021,July,Mumbai,Roll Factory,BBQ,C2545,1,1210,84,61,782,405,Cash,Delivered
ZM101546,2026-04-29,2026,April,Pune,Roll Factory,Burger,C2546,1,1553,119,91,1243,282,Card,Delivered
ZM101547,2026-02-15,2026,February,Hyderabad,South Spice,Rolls,C2547,1,1055,98,81,785,253,Card,Delivered
ZM101548,2020-07-03,2020,July,Pune,Chinese Wok,Pizza,C2548,2,1801,7,57,1237,614,UPI,Delivered
ZM101549,2025-07-10,2025,July,Chennai,South Spice,South Indian,C2549,3,2128,132,29,1517,508,UPI,Delivered
ZM101550,2020-03-09,2020,March,Pune,Biryani House,South Indian,C2550,1,519,176,91,328,106,Cash,Delivered
ZM101551,2020-04-20,2020,April,Pune,Pizza Hub,Pizza,C2551,3,1942,193,90,1545,294,Card,Delivered
ZM101552,2022-03-11,2022,March,Delhi,Roll Factory,South Indian,C2552,3,1493,171,65,1024,363,UPI,Delivered
ZM101553,2023-12-28,2023,December,Chennai,BBQ Nation,BBQ,C2553,1,673,58,96,475,236,Cash,Delivered
ZM101554,2022-06-22,2022,June,Bangalore,Burger Point,Burger,C2554,4,284,114,72,199,43,UPI,Delivered
ZM101555,2024-04-17,2024,April,Chennai,Roll Factory,Biryani,C2555,4,2160,150,24,1616,418,Card,Delivered
ZM101556,2024-05-31,2024,May,Delhi,South Spice,Pizza,C2556,4,715,71,83,580,147,Cash,Cancelled
ZM101557,2022-09-19,2022,September,Bangalore,BBQ Nation,BBQ,C2557,5,1828,4,47,1542,329,UPI,Delivered
ZM101558,2023-11-10,2023,November,Chennai,Burger Point,Burger,C2558,3,827,112,50,550,215,Cash,Cancelled
ZM101559,2025-10-21,2025,October,Pune,Biryani House,Rolls,C2559,2,1796,49,66,1381,432,Card,Delivered
ZM101560,2023-09-30,2023,September,Mumbai,Biryani House,Biryani,C2560,2,1407,66,36,1014,363,UPI,Delivered
ZM101561,2024-04-25,2024,April,Hyderabad,Chinese Wok,Chinese,C2561,4,314,99,73,193,95,Card,Delivered
ZM101562,2026-05-30,2026,May,Kolkata,Chinese Wok,Rolls,C2562,5,1752,65,91,1068,710,UPI,Delivered
ZM101563,2023-02-24,2023,February,Kolkata,Biryani House,Burger,C2563,1,710,166,20,427,137,UPI,Delivered
ZM101564,2021-09-06,2021,September,Pune,Roll Factory,Rolls,C2564,5,2228,157,52,1668,455,Cash,Delivered
ZM101565,2021-03-03,2021,March,Bangalore,Biryani House,Pizza,C2565,1,1724,73,71,1226,496,Card,Delivered
ZM101566,2023-09-07,2023,September,Delhi,BBQ Nation,Chinese,C2566,1,1501,85,45,929,532,Cash,Delivered
ZM101567,2023-11-14,2023,November,Kolkata,Burger Point,Pizza,C2567,1,2318,151,92,1780,479,Cash,Delivered
ZM101568,2024-04-20,2024,April,Pune,Biryani House,Rolls,C2568,4,1187,166,23,889,155,Card,Delivered
ZM101569,2020-04-08,2020,April,Kolkata,Biryani House,Burger,C2569,1,1714,121,86,1449,230,Card,Delivered
ZM101570,2021-03-28,2021,March,Pune,BBQ Nation,Chinese,C2570,3,1015,157,34,682,210,Card,Delivered
ZM101571,2023-01-12,2023,January,Pune,Pizza Hub,BBQ,C2571,1,2087,67,24,1627,417,Card,Delivered
ZM101572,2024-04-14,2024,April,Chennai,South Spice,BBQ,C2572,5,2326,132,86,1627,653,Cash,Delivered
ZM101573,2024-04-09,2024,April,Pune,Burger Point,BBQ,C2573,5,477,71,91,380,117,Card,Delivered
ZM101574,2024-10-22,2024,October,Kolkata,Burger Point,Chinese,C2574,1,374,81,73,313,53,UPI,Delivered
ZM101575,2024-11-18,2024,November,Delhi,BBQ Nation,Burger,C2575,2,1242,30,96,950,358,UPI,Delivered
ZM101576,2023-07-02,2023,July,Delhi,Biryani House,Chinese,C2576,3,2361,160,51,1487,765,UPI,Delivered
ZM101577,2020-05-18,2020,May,Kolkata,BBQ Nation,Chinese,C2577,1,346,181,76,235,6,Card,Delivered
ZM101578,2023-03-07,2023,March,Kolkata,Biryani House,Chinese,C2578,1,929,74,39,704,190,Cash,Delivered
ZM101579,2022-01-14,2022,January,Delhi,Chinese Wok,Biryani,C2579,5,518,20,24,362,160,UPI,Delivered
ZM101580,2023-04-28,2023,April,Kolkata,Pizza Hub,Pizza,C2580,4,618,197,40,509,-48,UPI,Cancelled
ZM101581,2025-06-08,2025,June,Bangalore,Pizza Hub,Burger,C2581,1,1352,64,47,1108,227,Cash,Delivered
ZM101582,2025-04-28,2025,April,Bangalore,South Spice,BBQ,C2582,2,1415,188,31,1061,197,Card,Delivered
ZM101583,2020-02-17,2020,February,Chennai,Chinese Wok,BBQ,C2583,5,2456,34,84,1660,846,Cash,Delivered
ZM101584,2021-07-07,2021,July,Mumbai,Burger Point,BBQ,C2584,5,602,106,58,508,46,Card,Delivered
ZM101585,2022-04-23,2022,April,Bangalore,Biryani House,Pizza,C2585,2,1208,50,62,982,238,UPI,Delivered
ZM101586,2022-12-16,2022,December,Hyderabad,Roll Factory,Biryani,C2586,5,2356,4,43,1688,707,Card,Delivered
ZM101587,2022-10-14,2022,October,Chennai,Biryani House,BBQ,C2587,3,2335,198,40,1918,259,Cash,Delivered
ZM101588,2025-05-17,2025,May,Mumbai,BBQ Nation,South Indian,C2588,2,901,133,85,569,284,UPI,Delivered
ZM101589,2020-01-16,2020,January,Chennai,Chinese Wok,Pizza,C2589,1,1185,0,31,723,493,Cash,Delivered
ZM101590,2024-07-01,2024,July,Bangalore,BBQ Nation,Rolls,C2590,5,807,58,39,556,232,Card,Delivered
ZM101591,2023-02-28,2023,February,Hyderabad,Roll Factory,BBQ,C2591,5,1826,132,75,1389,380,Card,Delivered
ZM101592,2022-06-04,2022,June,Kolkata,Biryani House,Rolls,C2592,1,922,6,55,727,244,Cash,Delivered
ZM101593,2025-11-12,2025,November,Hyderabad,BBQ Nation,Rolls,C2593,2,1776,146,23,1243,410,Cash,Delivered
ZM101594,2023-06-08,2023,June,Pune,BBQ Nation,Pizza,C2594,2,329,35,39,258,75,Cash,Delivered
ZM101595,2022-02-03,2022,February,Pune,BBQ Nation,Chinese,C2595,5,841,55,81,575,292,Card,Delivered
ZM101596,2020-12-05,2020,December,Hyderabad,Burger Point,Rolls,C2596,1,1788,141,79,1301,425,Cash,Cancelled
ZM101597,2023-02-09,2023,February,Hyderabad,South Spice,Rolls,C2597,5,1149,15,74,753,455,UPI,Delivered
ZM101598,2023-07-27,2023,July,Hyderabad,Roll Factory,BBQ,C2598,3,2496,122,72,1722,724,UPI,Cancelled
ZM101599,2020-02-19,2020,February,Hyderabad,Burger Point,South Indian,C2599,5,2251,181,80,1824,326,Cash,Delivered
ZM101600,2025-12-06,2025,December,Delhi,Biryani House,South Indian,C2600,5,886,29,74,604,327,Card,Delivered
ZM101601,2026-03-05,2026,March,Mumbai,South Spice,BBQ,C2601,5,284,172,64,188,-12,Cash,Delivered
ZM101602,2024-12-28,2024,December,Kolkata,Chinese Wok,BBQ,C2602,2,1492,92,88,1148,340,UPI,Delivered
ZM101603,2023-02-12,2023,February,Bangalore,South Spice,Burger,C2603,5,2273,53,61,1751,530,Cash,Delivered
ZM101604,2023-01-11,2023,January,Hyderabad,Chinese Wok,Rolls,C2604,2,749,188,72,575,58,Card,Delivered
ZM101605,2021-01-03,2021,January,Kolkata,South Spice,Biryani,C2605,1,1666,7,91,1050,700,Cash,Delivered
ZM101606,2024-12-09,2024,December,Bangalore,BBQ Nation,Chinese,C2606,3,474,153,72,303,90,Card,Delivered
ZM101607,2026-04-09,2026,April,Hyderabad,South Spice,Burger,C2607,5,725,119,22,606,22,Card,Delivered
ZM101608,2024-08-16,2024,August,Pune,BBQ Nation,Chinese,C2608,2,1217,81,76,813,399,UPI,Cancelled
ZM101609,2021-09-18,2021,September,Hyderabad,Biryani House,Biryani,C2609,3,2091,3,61,1456,693,UPI,Cancelled
ZM101610,2022-02-28,2022,February,Mumbai,Pizza Hub,Biryani,C2610,4,1354,93,27,1062,226,UPI,Cancelled
ZM101611,2020-01-21,2020,January,Hyderabad,Chinese Wok,Pizza,C2611,1,1667,153,28,1392,150,Card,Delivered
ZM101612,2022-08-26,2022,August,Hyderabad,Chinese Wok,South Indian,C2612,5,1453,71,32,972,442,Card,Delivered
ZM101613,2020-08-10,2020,August,Mumbai,South Spice,Rolls,C2613,1,1392,72,61,1175,206,UPI,Delivered
ZM101614,2025-08-08,2025,August,Chennai,Chinese Wok,Biryani,C2614,5,1119,177,64,865,141,Cash,Cancelled
ZM101615,2023-03-30,2023,March,Kolkata,Pizza Hub,BBQ,C2615,4,1898,139,70,1577,252,Card,Delivered
ZM101616,2020-06-15,2020,June,Delhi,Burger Point,Biryani,C2616,5,935,156,41,642,178,UPI,Delivered
ZM101617,2024-07-13,2024,July,Pune,Biryani House,South Indian,C2617,1,1254,180,53,781,346,Card,Delivered
ZM101618,2021-06-07,2021,June,Chennai,Roll Factory,South Indian,C2618,3,1933,109,91,1520,395,Cash,Cancelled
ZM101619,2021-02-02,2021,February,Pune,Burger Point,Rolls,C2619,5,1869,67,41,1420,423,Cash,Cancelled
ZM101620,2020-10-26,2020,October,Kolkata,Roll Factory,South Indian,C2620,3,1965,8,53,1237,773,Card,Cancelled
ZM101621,2023-10-26,2023,October,Pune,Pizza Hub,Burger,C2621,3,2322,105,27,1419,825,Card,Delivered
ZM101622,2020-02-19,2020,February,Kolkata,Pizza Hub,BBQ,C2622,3,2037,63,89,1383,680,Cash,Delivered
ZM101623,2023-01-09,2023,January,Mumbai,Biryani House,South Indian,C2623,3,762,28,34,473,295,UPI,Delivered
ZM101624,2021-05-30,2021,May,Delhi,Burger Point,Pizza,C2624,4,2487,104,76,1807,652,Card,Delivered
